Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
6565065,"John  Williams","Stoner","1590171993","Like many men who consider their success incomplete, he was extraordinarily vain and consumed with a sense of his own importance.","self-importance",14,261
6932485,"John  Williams","Stoner","1590171993","She was, as she had said, almost happy with her despair, drinking a little more, year by year, numbing herself against the nothingness her life had become. He was glad she had that, at least; he was grateful that she could drink.","",17,262
275905,"R.A. Salvatore","Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)","1560760478","It is better, I think, to grab at the stars than to sit flustered because you know you cannot reach them.","",2604,263
10799370,"Josh Malerman","Malorie","1409193152","But a madman at ease is safer than a sane woman unsettled.","",6,264
7549548,"Clifford D. Simak","Way Station","","And yet he had learned to submerge that sense of horror, to disregard the outward appearance of it, to regard all life as brother life, to meet all things as people.","",9,265
823114,"Arthur C. Clarke","Rendezvous with Rama (Rama, #1)","1857231589","When in doubt, say nothing and move on.","",58,266
289439,"Arthur C. Clarke","Rendezvous with Rama (Rama, #1)","1857231589","If such a thing had happened once, it must surely have happened many times in this galaxy of a hundred billion suns.","sci-fii",43,267
801638,"Arthur C. Clarke","Rendezvous with Rama (Rama, #1)","1857231589","Even by the twenty-second century, no way had yet been discovered of keeping elderly and conservative scientists from occupying crucial administrative positions.  Indeed, it was doubted if the problem ever would be solved.","academia, administration, bureaucracy",37,268
801635,"Arthur C. Clarke","Rendezvous with Rama (Rama, #1)","1857231589","The meteorites of 1908 and 1947 had struck uninhabited wilderness; but by the end of the twenty-first century there was no region left on Earth that could be safely used for celestial target practice.","cosmos, meteors, population-density, space",11,269
1106902,"Arthur C. Clarke","Rendezvous with Rama (Rama, #1)","1857231589","And on far-off Earth, Dr. Carlisle Perera had as yet told no one how he had wakened from a restless sleep with the message from his subconscious still echoing in his brain: The Ramans do everything in threes.","",14,270
152634,"Daniel Quinn","Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)","0553375407","I have amazing news for you. Man is not alone on this planet. He is part of a community, upon which he depends absolutely.","",191,271
276618,"Daniel Quinn","Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)","0553375407","It's the idea that people living close to nature tend to be noble. It's seeing all those sunsets that does it. You can't watch a sunset and then go off and set fire to your neighbor's tepee. Living close to nature is wonderful for your mental health.","closeness-to-nature, humanity, humor, nature",168,272
295933,"Daniel Quinn","Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)","0553375407","The premise of the Taker story is 'the world belongs to man'. … The premise of the Leaver story is 'man belongs to the world'.","civilization, philosophy",122,273
354569,"Daniel Quinn","Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)","0553375407","Do you see the slightest evidence anywhere in the universe that creation came to an end with the birth of man? Do you see the slightest evidence anywhere out there that man was the climax toward which creation had been straining from the beginning? ...Very far from it. The universe went on as before, the planet went on as before. Man's appearance caused no more stir than the appearance of jellyfish.","evolution, philosophy",82,274
295923,"Daniel Quinn","Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)","0553375407","[A]ny species that exempts itself from the rules of competition ends up destroying the community in order to support its own expansion.","ecology, exploitation, philosophy",54,275
853685,"Daniel Quinn","Ishmael: An Adventure of the Mind and Spirit (Ishmael, #1)","0553375407","But charisma only wins people’s attention. Once you have their attention, you have to have something to tell them.","charisma",42,276
1279078,"Brian  McClellan","The Crimson Campaign (Powder Mage, #2)","0356502023","Even if you are a pompous ass with no respect for authority, you're worth fifty men, and I mean to see you in my army.""<br/><br/>""That was an incredibly backhanded compliment.""<br/><br/>""I meant every word.","",21,277
1537038,"Brian  McClellan","The Crimson Campaign (Powder Mage, #2)","0316219096","First rule of bathing,” Gavril said. “If you can’t smell yourself anymore, it’s time to wash.","",17,278
1235569,"Brian  McClellan","The Crimson Campaign (Powder Mage, #2)","0316219096","I have the feeling you would much rather be on the front than in Adopest trying to win over the snakes in politics. At least here you’re allowed to shoot your enemies.","",10,279
7148507,"Brian  McClellan","The Crimson Campaign (Powder Mage, #2)","0316219096","There is nothing that will make a man more desperate and more capable of violence than endangering his family.","",9,280
7174857,"Brian  McClellan","The Crimson Campaign (Powder Mage, #2)","0356502023","He took my family,” Adamat said. “Blackmailed me, and he still has my wife and oldest son. I want to get them back, and then kill him slowly.”<br/>“A lot of violence planned, for a family man,” the eunuch said.<br/>Adamat leaned forward. “‘Family,’” he said. “Remember that word. There is nothing that will make a man more desperate and more capable of violence than endangering his family.","dangerous-people, family, revenge",4,281
8913262,"Andy Weir","Artemis","","On a scale from one to ‘invade Russia in winter,’ how stupid is this plan?","",120,282
9137216,"Adam Kay","This is Going to Hurt: Secret Diaries of a Junior Doctor","","Her extremely posh eight year-old asks her a question about the economy (!), and before she answers it, she asks her extremely posh five year-old ""Do you know what the economy is, darling?""<br/><br/>""Yes mummy, it's the part of the plane that's terrible"". <br/><br/>This is how revolutions start.","",107,283
9406512,"Adam  Kay","This is Going to Hurt: Secret Diaries of a Junior Doctor","","So I told them the truth: the hours are terrible, the pay is terrible, the conditions are terrible; you’re underappreciated, unsupported, disrespected and frequently physically endangered. But there’s no better job in the world.","",131,284
9657492,"Adam  Kay","This is Going to Hurt: Secret Diaries of a Junior Doctor","","You don’t cure depression, the same way you don’t cure asthma; you manage it. I’m the inhaler he’s decided to go with and I should be pleased he’s gone this long without an attack.","",62,285
9797767,"Adam  Kay","This is Going to Hurt: Secret Diaries of a Junior Doctor","","I notice that every patient on the ward has a pulse of 60 recorded in their observation chart so I surreptitiously inspect the healthcare assistant’s measurement technique. He feels the patient’s pulse, looks at his watch and meticulously counts the number of seconds per minute.","",43,286
9398026,"Adam  Kay","This is Going to Hurt: Secret Diaries of a Junior Doctor","","Tuesday, 5 July 2005 Trying to work out a seventy-year-old lady’s alcohol consumption to record in the notes. I’ve established that wine is her poison. Me: ‘And how much wine do you drink per day, would you say?’ Patient: ‘About three bottles on a good day.’ Me: ‘OK . . . And on a bad day?’ Patient: ‘On a bad day I only manage one.","",24,287
9325580,"Adam Kay","This Is Going To Hurt","1529005019","Tuesday, 9th Novermber 2004<br/>Bleeped awake at 3AM from my first half hour shut-eye in three shifts to prescribe a sleeping pill to a patient whose sleep is evidently much more important than mine. My powers are greater than I realised; I arrive on the ward to find the patient is asleep.","doctor",21,288
9770649,"Adam  Kay","This is Going to Hurt: Secret Diaries of a Junior Doctor","","I’ve not sat down for twelve hours, let alone rested my eyes, my dinner’s sitting uneaten in my locker and I’ve just called a midwife ‘Mum’ by accident.","",16,289
8966267,"Andrew Rowe","Sufficiently Advanced Magic (Arcane Ascension, #1)","","Headaches from using my attunement? I could deal with them. Existential terror at the possibility of destroying my own mind? Pretty much routine at this point. <br/>Doing paperwork for the government? <br/>Now that was brutal.","",24,290
9222240,"Andrew Rowe","Sufficiently Advanced Magic (Arcane Ascension, #1)","","Does he always try to solve problems by making bigger ones?"" <br/>Orden nodded sagely, ""That would sum up Corin's problem solving methodology quite appropriately","",7,291
8872171,"Andrew Rowe","Sufficiently Advanced Magic (Arcane Ascension, #1)","","For the future, please promise me you will not make any life-altering oaths in order to influence my love life.","",4,292
10565823,"Andrew Rowe","Sufficiently Advanced Magic (Arcane Ascension, #1)","","Nailing my door shut at night wasn't exactly elegant, but it was a pretty effective deterrent.","humor",3,293
9318313,"Andrew Rowe","On the Shoulders of Titans (Arcane Ascension, #2)","","Sometimes the world’s most brilliant ideas don’t work. Doesn’t make them any less insightful.","",12,294
9718941,"Andrew Rowe","On the Shoulders of Titans (Arcane Ascension, #2)","","I didn’t want, “Healing magic didn’t seem like a priority,” to be my final words.","",6,295
10637941,"Andrew Rowe","The Torch that Ignites the Stars (Arcane Ascension, #3)","","everyone who exists is mentally compromised. We all accumulate false information over time, internalize it, and are influenced by it, consciously or otherwise. We are, in part, a product of these biases, as well as all other information we gather in our lifetimes.","",7,296
6587245,"V.E. Schwab","A Darker Shade of Magic (Shades of Magic, #1)","0765376458","I'd rather die on an adventure than live standing still.","",2847,297
6570803,"V.E. Schwab","A Darker Shade of Magic (Shades of Magic, #1)","0765376458","I'm not going to die,"" she said. ""Not till I've seen it.""<br/>""Seen what?""<br/>Her smile widened. ""Everything.","kell, lila",1888,298
281737,"Cassandra Clare","Clockwork Angel (The Infernal Devices, #1)","1416975861","Only the very weak-minded refuse to be influenced by literature and poetry.","books, literature, philosphy, poetry, reading",15862,299
8718956,"Travis Bagwell","Catharsis (Awaken Online #1)","","He could live without furniture and on a ramen-only diet, but he needed more bandwidth. ","",2,300
9888845,"Travis Bagwell","Precipice (Awaken Online, #2)","","When someone hurts you like that, you don’t just heal immediately.  It’s a breach of trust that makes you question everything and everyone else in your life.  It makes you re-examine your friends and family under a microscope.","",2,301
9509657,"Travis Bagwell","Precipice (Awaken Online, #2)","","I guess what I’m saying is that trust is difficult.  I don’t know your friends’ situation or what they’re going through, but even small betrayals can feel like heavy blows if you’re already bruised and bloody,” Angie explained quietly.  “I’m not sure this helps,” she added with a soft chuckle.  “It’s probably just the prattling of an old woman.","",2,302
7115495,"Naomi Novik","Uprooted","0804179034","I was a glaring blot on the perfection. But I didn't care: I didn't feel I owed him beauty.","",183,303
6533673,"Brian  McClellan","The Autumn Republic (Powder Mage, #3)","031621910X","I would die for my country. But I’d rather kill for it. Ready your troops. We march!","",32,304
7265015,"Brian  McClellan","The Autumn Republic (Powder Mage, #3)","031621910X","I’ve met dozens of officers who think their immaculate mustache can move the world.","",9,305
1467382,"Fredrik Backman","A Man Called Ove","1476738017","We always think there's enough time to do things with other people. Time to say things to them. And then something happens and then we stand there holding on to words like 'if'.","",1357,306
7375102,"Fredrik Backman","A Man Called Ove","1476738017","Men are what they are because of what they do. Not what they say.","",622,307
7015814,"Fredrik Backman","A Man Called Ove","","But if anyone had asked, he would have told them that he never lived before he met her. And not after either.","",214,308
6809914,"Fredrik Backman","A Man Called Ove","","One of the most painful moments in a person’s life probably comes with the insight that an age has been reached when there is more to look back on than ahead.","",180,309
165637,"Ernest Hemingway","The Old Man and the Sea","0684830493","Every day is a new day. It is better to be lucky. But I would rather be exact. Then when luck comes you are ready.","",2767,310
140738,"Ernest Hemingway","The Old Man and the Sea","0684830493","I may not be as stong as I think, but I know many tricks and I have resolution.","",434,311
25756,"Jon Krakauer","Into the Wild","0385486804","I now walk into the wild.","",1325,312
95360,"Jon Krakauer","Into the Wild","0385486804","Mr. Franz, I think careers are a 20th century invention and I don't want one.","inspirational",533,313
10539972,"Charlie N. Holmberg","Spellbreaker (Spellbreaker Duology, #1)","1542020107","Bacchus let his impatience drain down his arms and into his hands, where he crushed it with tight fists.","",1,314
10250455,"V.E. Schwab","The Invisible Life of Addie LaRue","0765387565","Books, she has found, are a way to live a thousand lives--or to find strength in a very long one.","",3412,315
10507383,"V.E. Schwab","The Invisible Life of Addie LaRue","1785652516","I remember seeing that picture and realizing that photographs weren’t real. There’s no context, just the illusion that you’re showing a snapshot of a life, but life isn’t snapshots, it’s fluid. So photos are like fictions. I loved that about them. Everyone thinks photography is truth, but it’s just a very convincing lie.","",283,316
10549808,"V.E. Schwab","The Invisible Life of Addie LaRue","0765387565","That time always ends a second before you’re ready.<br/><br/>That life is the minutes you want minus one.","",453,317
10531618,"V.E. Schwab","The Invisible Life of Addie LaRue","0765387565","Déjà vu. Déjà su. Déjà vécu. </i>","",283,318
10566819,"V.E. Schwab","The Invisible Life of Addie LaRue","0765387565","It was just so...permanent.<br/>Choosing a class became choosing a discipline, and choosing a discipline became choosing a career, and choosing a career became choosing a life, and how was anyone supposed to do that, when you only had one?","",82,319
775518,"Arthur C. Clarke","2001: A Space Odyssey (Space Odyssey, #1)","","It was the mark of a barbarian to destroy something one could not understand.","",217,320
910008,"Arthur C. Clarke","2001: A Space Odyssey (Space Odyssey, #1)","","Unlike the animals, who knew only the present, Man had acquired a past; and he was beginning to grope toward a future.","time-humanity",38,321
10854956,"John Green","The Anthropocene Reviewed: Essays on a Human-Centered Planet","0525555218","One of the strange things about adulthood is that you are your current self, but you are also all the selves you used to be, the ones you grew out of but can't ever quite get rid of.","adulthood, aging, growing-up, selfhood",390,322
10829315,"John Green","The Anthropocene Reviewed","1473594030","I am thoughtful—full of thoughts, all the time, inescapably, exhaustingly. But I am also mindless—acting in accordance with default settings I neither understand nor examine.","",178,323
10854870,"John Green","The Anthropocene Reviewed: Essays on a Human-Centered Planet","0525555218","We can talk and talk and talk about what the pain is like, but we can never manage to convey what it is.","pain",77,324
10857747,"John Green","The Anthropocene Reviewed: Essays on a Human-Centered Planet","0525555218","Maybe we forget so that we can go on.","forget, memory, self-preservation",71,325
10826979,"John Green","The Anthropocene Reviewed: Essays on a Human-Centered Planet","","Gatsby is a critique of the American Dream. The only people who end up rich or successful in the novel are the ones who start out that way. Almost everyone else ends up dead or destitute. And it’s a critique of the kind of vapid capitalism that can’t find anything more interesting to do with money than try to make more of it. The book lays bare the carelessness of the entitled rich—the kind of people who buy puppies but won’t take care of dogs, or who purchase vast libraries of books but never read any of them.","",43,326
10906484,"John Green","The Anthropocene Reviewed: Essays on a Human-Centered Planet","0525555218","I think it's helpful to know how sunsets work. I don't buy the romantic notion that scientific understanding somehow robs the universe of its beauty, but I still can't find language to describe how breathtakingly beautiful sunsets are--not breathtakingly, actually, but breath-givingly beautiful. All I can say is that sometimes when the world is between  day and night, I'm stopped cold by its splendor, and I feel my absurd smallness. You'd think that would be sad, but it isn't. It only makes me grateful.","",103,327
311772,"Steve Moore","V for Vendetta","1416516999","There is a face beneath this mask, but it isn't me. I'm no more that face than I am the muscles beneath it, or the bones beneath that.","avatar, beauty, beauty-is-not-skin-deep, burka, burqa, hijab, mask, niqab, superficial-beauty, true-beauty",316,328
